"orden","tipo","script","objeto","paquete","procedimiento","log","estado_traza","prioridad","oleada","origen_wrapper","observacion"
"1","DB","/stbybackup/scripts_proc_nocturnos/QUERY_KILL_SESSION.sql","QUERY_KILL_SESSION","","","/stbybackup/logs_coeasy_nocturnos/QUERY_KILL_SESSION.log","pendiente","por-definir","por-definir","",""
"2","DB","/stbybackup/scripts_proc_nocturnos/INICIO_PROCESOS_COEASY.sql","INICIO_PROCESOS_COEASY","","","/stbybackup/logs_coeasy_nocturnos/INICIO_PROCESOS_COEASY.log","pendiente","por-definir","por-definir","",""
"3","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_INACTIVA_COTRATO_DERIVADOS.sql","P_PROCESOS_NOCTURNOS.PR_INACTIVA_COTRATO_DERIVADOS","P_PROCESOS_NOCTURNOS","PR_INACTIVA_COTRATO_DERIVADOS","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_INACTIVA_COTRATO_DERIVADOS.log","pendiente","por-definir","por-definir","",""
"4","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_NOC_GARANTIAS_EFECTIVO.sql","P_PROCESOS_NOCTURNOS.PR_NOC_GARANTIAS_EFECTIVO","P_PROCESOS_NOCTURNOS","PR_NOC_GARANTIAS_EFECTIVO","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_NOC_GARANTIAS_EFECTIVO.log","pendiente","por-definir","por-definir","",""
"5","DB","/stbybackup/scripts_proc_nocturnos/OPERACIONES_DIARIAS.sql","OPERACIONES_DIARIAS","","","/stbybackup/logs_coeasy_nocturnos/OPERACIONES_DIARIAS.log","pendiente","por-definir","por-definir","",""
"6","DB","/stbybackup/scripts_proc_nocturnos/COSTOS.sql","COSTOS","","","/stbybackup/logs_coeasy_nocturnos/COSTOS.log","pendiente","por-definir","por-definir","",""
"7","DB","/stbybackup/scripts_proc_nocturnos/P_SALDOS_CLIENTES.P_CALCULO_SALDOS_CANJE.sql","P_SALDOS_CLIENTES.P_CALCULO_SALDOS_CANJE","P_SALDOS_CLIENTES","P_CALCULO_SALDOS_CANJE","/stbybackup/logs_coeasy_nocturnos/P_SALDOS_CLIENTES.P_CALCULO_SALDOS_CANJE.log","pendiente","por-definir","por-definir","",""
"8","DB","/stbybackup/scripts_proc_nocturnos/EXTRACTO.sql","EXTRACTO","","","/stbybackup/logs_coeasy_nocturnos/EXTRACTO.log","pendiente","por-definir","por-definir","",""
"9","DB","/stbybackup/scripts_proc_nocturnos/TITULOS.sql","TITULOS","","","/stbybackup/logs_coeasy_nocturnos/TITULOS.log","pendiente","por-definir","por-definir","",""
"10","DB","/stbybackup/scripts_proc_nocturnos/P_OPERACIONES.CAUSACION_OP_BURSATIL_DIARIA.sql","P_OPERACIONES.CAUSACION_OP_BURSATIL_DIARIA","P_OPERACIONES","CAUSACION_OP_BURSATIL_DIARIA","/stbybackup/logs_coeasy_nocturnos/P_OPERACIONES.CAUSACION_OP_BURSATIL_DIARIA.log","pendiente","por-definir","por-definir","",""
"11","DB","/stbybackup/scripts_proc_nocturnos/P_CONTABILIZAR_DIA.P_CONTAB_DIA.sql","P_CONTABILIZAR_DIA.P_CONTAB_DIA","P_CONTABILIZAR_DIA","P_CONTAB_DIA","/stbybackup/logs_coeasy_nocturnos/P_CONTABILIZAR_DIA.P_CONTAB_DIA.log","pendiente","por-definir","por-definir","",""
"12","DB","/stbybackup/scripts_proc_nocturnos/P_NEGOCIOS_POSICION.CALCULAR_SALDOS_INICIO_DIA.sql","P_NEGOCIOS_POSICION.CALCULAR_SALDOS_INICIO_DIA","P_NEGOCIOS_POSICION","CALCULAR_SALDOS_INICIO_DIA","/stbybackup/logs_coeasy_nocturnos/P_NEGOCIOS_POSICION.CALCULAR_SALDOS_INICIO_DIA.log","pendiente","por-definir","por-definir","",""
"13","DB","/stbybackup/scripts_proc_nocturnos/P_RECALCULO_RENTABILIDAD.GENERACION_RENTABILIDAD.sql","P_RECALCULO_RENTABILIDAD.GENERACION_RENTABILIDAD","P_RECALCULO_RENTABILIDAD","GENERACION_RENTABILIDAD","/stbybackup/logs_coeasy_nocturnos/P_RECALCULO_RENTABILIDAD.GENERACION_RENTABILIDAD.log","pendiente","por-definir","por-definir","",""
"14","DB","/stbybackup/scripts_proc_nocturnos/DIVISAS.sql","DIVISAS","","","/stbybackup/logs_coeasy_nocturnos/DIVISAS.log","pendiente","por-definir","por-definir","",""
"15","DB","/stbybackup/scripts_proc_nocturnos/DIVISAS_1.sql","DIVISAS_1","","","/stbybackup/logs_coeasy_nocturnos/DIVISAS_1.log","pendiente","por-definir","por-definir","",""
"16","DB","/stbybackup/scripts_proc_nocturnos/P_OPERACIONES.MAIL_VTAS_PENDIENTES.sql","P_OPERACIONES.MAIL_VTAS_PENDIENTES","P_OPERACIONES","MAIL_VTAS_PENDIENTES","/stbybackup/logs_coeasy_nocturnos/P_OPERACIONES.MAIL_VTAS_PENDIENTES.log","pendiente","por-definir","por-definir","",""
"17","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.P_SALDOS_DIARIOS_CLIENTES.sql","P_PROCESOS_NOCTURNOS.P_SALDOS_DIARIOS_CLIENTES","P_PROCESOS_NOCTURNOS","P_SALDOS_DIARIOS_CLIENTES","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.P_SALDOS_DIARIOS_CLIENTES.log","pendiente","por-definir","por-definir","",""
"18","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.P_SALDOS_DIARIOS_DERIVADOS.sql","P_PROCESOS_NOCTURNOS.P_SALDOS_DIARIOS_DERIVADOS","P_PROCESOS_NOCTURNOS","P_SALDOS_DIARIOS_DERIVADOS","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.P_SALDOS_DIARIOS_DERIVADOS.log","pendiente","por-definir","por-definir","",""
"19","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.P_SALDOS_DIARIOS_FONDOS.sql","P_PROCESOS_NOCTURNOS.P_SALDOS_DIARIOS_FONDOS","P_PROCESOS_NOCTURNOS","P_SALDOS_DIARIOS_FONDOS","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.P_SALDOS_DIARIOS_FONDOS.log","pendiente","por-definir","por-definir","",""
"20","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.P_SALDOS_INCUMPLIDOS.sql","P_PROCESOS_NOCTURNOS.P_SALDOS_INCUMPLIDOS","P_PROCESOS_NOCTURNOS","P_SALDOS_INCUMPLIDOS","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.P_SALDOS_INCUMPLIDOS.log","pendiente","por-definir","por-definir","",""
"21","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.GENERAR_IMGF_DIARIO.sql","P_PROCESOS_NOCTURNOS.GENERAR_IMGF_DIARIO","P_PROCESOS_NOCTURNOS","GENERAR_IMGF_DIARIO","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.GENERAR_IMGF_DIARIO.log","pendiente","por-definir","por-definir","",""
"22","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.P_BORRADO_CENLINEA.sql","P_PROCESOS_NOCTURNOS.P_BORRADO_CENLINEA","P_PROCESOS_NOCTURNOS","P_BORRADO_CENLINEA","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.P_BORRADO_CENLINEA.log","pendiente","por-definir","por-definir","",""
"23","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_CUPOS_BANCOS.sql","P_PROCESOS_NOCTURNOS.PR_CUPOS_BANCOS","P_PROCESOS_NOCTURNOS","PR_CUPOS_BANCOS","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_CUPOS_BANCOS.log","pendiente","por-definir","por-definir","",""
"24","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_DISTRIBUYE_PP_CCIAL.sql","P_PROCESOS_NOCTURNOS.PR_DISTRIBUYE_PP_CCIAL","P_PROCESOS_NOCTURNOS","PR_DISTRIBUYE_PP_CCIAL","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_DISTRIBUYE_PP_CCIAL.log","pendiente","por-definir","por-definir","",""
"25","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_NOC_CONV_REC_PAGOS.sql","P_PROCESOS_NOCTURNOS.PR_NOC_CONV_REC_PAGOS","P_PROCESOS_NOCTURNOS","PR_NOC_CONV_REC_PAGOS","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_NOC_CONV_REC_PAGOS.log","pendiente","por-definir","por-definir","",""
"26","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_NOC_CONTROL_CONVENIOS.sql","P_PROCESOS_NOCTURNOS.PR_NOC_CONTROL_CONVENIOS","P_PROCESOS_NOCTURNOS","PR_NOC_CONTROL_CONVENIOS","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_NOC_CONTROL_CONVENIOS.log","pendiente","por-definir","por-definir","",""
"27","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_NOC_CONV_TOTAL_BANCO.sql","P_PROCESOS_NOCTURNOS.PR_NOC_CONV_TOTAL_BANCO","P_PROCESOS_NOCTURNOS","PR_NOC_CONV_TOTAL_BANCO","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_NOC_CONV_TOTAL_BANCO.log","pendiente","por-definir","por-definir","",""
"28","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_FACTURA_CONVENIOS.sql","P_PROCESOS_NOCTURNOS.PR_FACTURA_CONVENIOS","P_PROCESOS_NOCTURNOS","PR_FACTURA_CONVENIOS","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_FACTURA_CONVENIOS.log","pendiente","por-definir","por-definir","",""
"29","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.P_CONFIRMA_ORDEN_FONDOS.sql","P_PROCESOS_NOCTURNOS.P_CONFIRMA_ORDEN_FONDOS","P_PROCESOS_NOCTURNOS","P_CONFIRMA_ORDEN_FONDOS","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.P_CONFIRMA_ORDEN_FONDOS.log","pendiente","por-definir","por-definir","",""
"30","DB","/stbybackup/scripts_proc_nocturnos/P_FORMATO_LVA.PR_EJECUTA_LVA.sql","P_FORMATO_LVA.PR_EJECUTA_LVA","P_FORMATO_LVA","PR_EJECUTA_LVA","/stbybackup/logs_coeasy_nocturnos/P_FORMATO_LVA.PR_EJECUTA_LVA.log","pendiente","por-definir","por-definir","",""
"31","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_CONFIRMA_ORDEN_PRI.sql","P_PROCESOS_NOCTURNOS.PR_CONFIRMA_ORDEN_PRI","P_PROCESOS_NOCTURNOS","PR_CONFIRMA_ORDEN_PRI","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_CONFIRMA_ORDEN_PRI.log","pendiente","por-definir","por-definir","",""
"32","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_TRANSFERENCIAS_CORLINE.sql","P_PROCESOS_NOCTURNOS.PR_TRANSFERENCIAS_CORLINE","P_PROCESOS_NOCTURNOS","PR_TRANSFERENCIAS_CORLINE","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_TRANSFERENCIAS_CORLINE.log","pendiente","por-definir","por-definir","",""
"33","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_ACT_RENTAB_VOLATIL.sql","P_PROCESOS_NOCTURNOS.PR_ACT_RENTAB_VOLATIL","P_PROCESOS_NOCTURNOS","PR_ACT_RENTAB_VOLATIL","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_ACT_RENTAB_VOLATIL.log","pendiente","por-definir","por-definir","",""
"34","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_NOC_SEGMENTA_CLI.sql","P_PROCESOS_NOCTURNOS.PR_NOC_SEGMENTA_CLI","P_PROCESOS_NOCTURNOS","PR_NOC_SEGMENTA_CLI","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_NOC_SEGMENTA_CLI.log","pendiente","por-definir","por-definir","",""
"35","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.CALCULO_DUR_MACAULAY.sql","P_PROCESOS_NOCTURNOS.CALCULO_DUR_MACAULAY","P_PROCESOS_NOCTURNOS","CALCULO_DUR_MACAULAY","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.CALCULO_DUR_MACAULAY.log","pendiente","por-definir","por-definir","",""
"36","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.MAIL_TID_CER_PENDIENTES_COMER.sql","P_PROCESOS_NOCTURNOS.MAIL_TID_CER_PENDIENTES_COMER","P_PROCESOS_NOCTURNOS","MAIL_TID_CER_PENDIENTES_COMER","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.MAIL_TID_CER_PENDIENTES_COMER.log","pendiente","por-definir","por-definir","",""
"37","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.MAIL_TID_CER_PENDIENTES_COORD.sql","P_PROCESOS_NOCTURNOS.MAIL_TID_CER_PENDIENTES_COORD","P_PROCESOS_NOCTURNOS","MAIL_TID_CER_PENDIENTES_COORD","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.MAIL_TID_CER_PENDIENTES_COORD.log","pendiente","por-definir","por-definir","",""
"38","DB","/stbybackup/scripts_proc_nocturnos/PROD.P_PROCESOS_NOCTURNOS.P_BORRADOS_DIARIOS.sql","P_PROCESOS_NOCTURNOS.P_BORRADOS_DIARIOS","P_PROCESOS_NOCTURNOS","P_BORRADOS_DIARIOS","/stbybackup/logs_coeasy_nocturnos/PROD.P_PROCESOS_NOCTURNOS.P_BORRADOS_DIARIOS.log","pendiente","por-definir","por-definir","",""
"39","DB","/stbybackup/scripts_proc_nocturnos/PROD.P_PROCESOS_NOCTURNOS.PR_LIMPIAR_INFOVALMER.sql","PROD.P_PROCESOS_NOCTURNOS.PR_LIMPIAR_INFOVALMER","P_PROCESOS_NOCTURNOS","PR_LIMPIAR_INFOVALMER","/stbybackup/logs_coeasy_nocturnos/PROD.P_PROCESOS_NOCTURNOS.PR_LIMPIAR_INFOVALMER.log","pendiente","por-definir","por-definir","",""
"40","DB","/stbybackup/scripts_proc_nocturnos/PROD.P_GRP_RELACIONADOS.PR_ACTUALIZA_GRUPOS.sql","PROD.P_GRP_RELACIONADOS.PR_ACTUALIZA_GRUPOS","P_GRP_RELACIONADOS","PR_ACTUALIZA_GRUPOS","/stbybackup/logs_coeasy_nocturnos/PROD.P_GRP_RELACIONADOS.PR_ACTUALIZA_GRUPOS.log","pendiente","por-definir","por-definir","",""
"41","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.P_CREA_SALDOS_FONDOS_PORTAL.sql","P_PROCESOS_NOCTURNOS.P_CREA_SALDOS_FONDOS_PORTAL","P_PROCESOS_NOCTURNOS","P_CREA_SALDOS_FONDOS_PORTAL","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.P_CREA_SALDOS_FONDOS_PORTAL.log","pendiente","por-definir","por-definir","",""
"42","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.P_CREA_SALDOS_CUENTAS_PORTAL.sql","P_PROCESOS_NOCTURNOS.P_CREA_SALDOS_CUENTAS_PORTAL","P_PROCESOS_NOCTURNOS","P_CREA_SALDOS_CUENTAS_PORTAL","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.P_CREA_SALDOS_CUENTAS_PORTAL.log","pendiente","por-definir","por-definir","",""
"43","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.P_CREA_SALDOS_DERIVADOS_PORTAL.sql","P_PROCESOS_NOCTURNOS.P_CREA_SALDOS_DERIVADOS_PORTAL","P_PROCESOS_NOCTURNOS","P_CREA_SALDOS_DERIVADOS_PORTAL","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.P_CREA_SALDOS_DERIVADOS_PORTAL.log","pendiente","por-definir","por-definir","",""
"44","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.P_PROCESO_PRECIA.sql","P_PROCESOS_NOCTURNOS.P_PROCESO_PRECIA","P_PROCESOS_NOCTURNOS","P_PROCESO_PRECIA","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.P_PROCESO_PRECIA.log","pendiente","por-definir","por-definir","",""
"45","FTP","/stbybackup/scripts_proc_nocturnos/FTP_VINCULACION.sh","FTP_VINCULACION","","","/stbybackup/logs_coeasy_nocturnos/FTP_VINCULACION.log","n/a","media","n/a","","Script shell, no aplica P_TRAZA_CORE"
"46","FTP","/stbybackup/scripts_proc_nocturnos/FTP_PORTAFOLIO.sh","FTP_PORTAFOLIO","","","/stbybackup/logs_coeasy_nocturnos/FTP_PORTAFOLIO.log","n/a","media","n/a","","Script shell, no aplica P_TRAZA_CORE"
"47","FTP","/stbybackup/scripts_proc_nocturnos/FTP_MOVIMIENTOS.sh","FTP_MOVIMIENTOS","","","/stbybackup/logs_coeasy_nocturnos/FTP_MOVIMIENTOS.log","n/a","media","n/a","","Script shell, no aplica P_TRAZA_CORE"
"48","FTP","/stbybackup/scripts_proc_nocturnos/FTP_PROCESO_PRECIA.sh","FTP_PROCESO_PRECIA","","","/stbybackup/logs_coeasy_nocturnos/FTP_PROCESO_PRECIA.log","n/a","media","n/a","","Script shell, no aplica P_TRAZA_CORE"
"49","DB","/stbybackup/scripts_proc_nocturnos/P_PAGOS_DIVIDENDOS.PROCESO_NOCTURNO.sql","P_PAGOS_DIVIDENDOS.PROCESO_NOCTURNO","P_PAGOS_DIVIDENDOS","PROCESO_NOCTURNO","/stbybackup/logs_coeasy_nocturnos/P_PAGOS_DIVIDENDOS.PROCESO_NOCTURNO.log","pendiente","por-definir","por-definir","",""
"50","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_MARCACION_ADMON_VAL.sql","P_PROCESOS_NOCTURNOS.PR_MARCACION_ADMON_VAL","P_PROCESOS_NOCTURNOS","PR_MARCACION_ADMON_VAL","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_MARCACION_ADMON_VAL.log","pendiente","por-definir","por-definir","",""
"51","DB","/stbybackup/scripts_proc_nocturnos/FIN_PROCESOS_COEASY.sql","FIN_PROCESOS_COEASY","","","/stbybackup/logs_coeasy_nocturnos/FIN_PROCESOS_COEASY.log","pendiente","por-definir","por-definir","",""
"52","DB","/stbybackup/scripts_proc_nocturnos/PROD.P_PROCESOS_NOCTURNOS.PR_BORRAR_INF_PIP.sql","PROD.P_PROCESOS_NOCTURNOS.PR_BORRAR_INF_PIP","P_PROCESOS_NOCTURNOS","PR_BORRAR_INF_PIP","/stbybackup/logs_coeasy_nocturnos/PROD.P_PROCESOS_NOCTURNOS.PR_BORRAR_INF_PIP.log","pendiente","por-definir","por-definir","",""
"53","DB","/stbybackup/scripts_proc_nocturnos/P_PROCESOS_NOCTURNOS.PR_BLOQUEO_USUARIO_NOCTURNO.sql","P_PROCESOS_NOCTURNOS.PR_BLOQUEO_USUARIO_NOCTURNO","P_PROCESOS_NOCTURNOS","PR_BLOQUEO_USUARIO_NOCTURNO","/stbybackup/logs_coeasy_nocturnos/P_PROCESOS_NOCTURNOS.PR_BLOQUEO_USUARIO_NOCTURNO.log","pendiente","por-definir","por-definir","",""
"54","DB","/stbybackup/scripts_proc_nocturnos/QUERY_KILL_SESSION.sql","","","","/stbybackup/logs_coeasy_nocturnos/QUERY_KILL_SESSION.log","pendiente","media","2","QUERY_KILL_SESSION.sql","Sin llamadas paquete.procedimiento detectables en QUERY_KILL_SESSION.sql"
"55","DB","/stbybackup/scripts_proc_nocturnos/INICIO_PROCESOS_COEASY.sql","P_MAIL.BEGIN_MAIL","P_MAIL","BEGIN_MAIL","/stbybackup/logs_coeasy_nocturnos/INICIO_PROCESOS_COEASY.log","pendiente","alta","3","INICIO_PROCESOS_COEASY.sql","Extraido de INICIO_PROCESOS_COEASY.sql linea 7"
"56","DB","/stbybackup/scripts_proc_nocturnos/INICIO_PROCESOS_COEASY.sql","P_MAIL.MULTIPART_MIME_TYPE","P_MAIL","MULTIPART_MIME_TYPE","/stbybackup/logs_coeasy_nocturnos/INICIO_PROCESOS_COEASY.log","pendiente","alta","3","INICIO_PROCESOS_COEASY.sql","Extraido de INICIO_PROCESOS_COEASY.sql linea 10"
